provice, city-kabupaten, city, jneoke, jnereguler
Bali,Badung,"Abiansemal, Badung",31200,35500
Bali,Badung,"Jimbaran, Badung",31200,35500
Bali,Badung,"Kuta, Badung",31200,35500
Bali,Badung,"Legian, Badung",31200,35500
Bali,Badung,"Menguwi, Badung",31200,35500
Bali,Badung,"Ngurah Rai, Badung",31200,35500
Bali,Badung,"Nusa Dua, Badung",31200,35500
Bali,Badung,"Petang, Badung",31200,35500
Bali,Badung,"Sanur, Badung",31200,35500
Bali,Bangli,"Kintamani, Bangli",30550,34500
Bali,Bangli,"Susut, Bangli",30550,34500
Bali,Bangli,"Tembuku, Bangli",30550,34500
Bali,Bangli,Bangli,30550,34500
Bali,Buleleng,"Banjar, Buleleng",40300,44500
Bali,Buleleng,"Busung Biu, Buleleng",40300,44500
Bali,Buleleng,"Gerokgak, Buleleng",40300,44500
Bali,Buleleng,"Kubutambahan, Buleleng",40300,44500
Bali,Buleleng,"Sawan, Buleleng",40300,44500
Bali,Buleleng,"Seririt, Buleleng",40300,44500
Bali,Buleleng,"Singaraja, Buleleng",40300,44500
Bali,Buleleng,"Sukasada, Buleleng",40300,44500
Bali,Buleleng,"Tejakula, Buleleng",40300,44500
Bali,Buleleng,Buleleng,40300,44500
Bali,Denpasar,Denpasar,18000,21000
Bali,Gianyar,"Blahbatuh, Gianyar",29900,34000
Bali,Gianyar,"Payangan, Gianyar",29900,34000
Bali,Gianyar,"Sukawati, Gianyar",29900,34000
Bali,Gianyar,"Tampaksiring, Gianyar",29900,34000
Bali,Gianyar,"Tegal Lalang, Gianyar",29900,34000
Bali,Gianyar,"Ubud, Gianyar",29900,34000
Bali,Gianyar,Gianyar,29900,34000
Bali,Jembrana,"Gilimanuk (desa), Jembrana",51350,55500
Bali,Jembrana,"Melaya, Jembrana",51350,55500
Bali,Jembrana,"Mendoyo, Jembrana",51350,55500
Bali,Jembrana,"Negara, Jembrana",51350,55500
Bali,Jembrana,"Pekutatan, Jembrana",51350,55500
Bali,Karangasem,"Abang, Karangasem",40950,45000
Bali,Karangasem,"Amlapura, Karangasem",40950,45000
Bali,Karangasem,"Bebandem, Karangasem",40950,45000
Bali,Karangasem,"Kubu, Karangasem",40950,45000
Bali,Karangasem,"Manggis, Karangasem",40950,45000
Bali,Karangasem,"Rendang, Karangasem",40950,45000
Bali,Karangasem,"Selat, Karangasem",40950,45000
Bali,Karangasem,"Sidemen, Karangasem",40950,45000
Bali,Karangasem,Karangasem,40950,45000
Bali,Klungkung,"Banjarangkan, Klungkung",34450,38500
Bali,Klungkung,"Dawan, Klungkung",34450,38500
Bali,Klungkung,"Nusapenida, Klungkung",34450,38500
Bali,Klungkung,Klungkung,34450,38500
Bali,Tabanan,"Baturiti, Tabanan",34450,38500
Bali,Tabanan,"Kediri, Tabanan",34450,38500
Bali,Tabanan,"Kerambitan, Tabanan",34450,38500
Bali,Tabanan,"Marga, Tabanan",34450,38500
Bali,Tabanan,"Penebel, Tabanan",34450,38500
Bali,Tabanan,"Pupuan, Tabanan",34450,38500
Bali,Tabanan,"Selemadeg Barat, Tabanan",34450,38500
Bali,Tabanan,"Selemadeg Timur, Tabanan",34450,38500
Bali,Tabanan,"Selemadeg, Tabanan",34450,38500
Bali,Tabanan,"Tabanan/ Bajera, Tabanan",34450,38500
Bangka Belitung,Pangkal Pinang,Pangkal Pinang,25000,0
Banten,Cilegon,Cilegon,13500,16500
Banten,Lebak,"Banjarsari, Lebak",23400,27500
Banten,Lebak,"Bayah, Lebak",23400,27500
Banten,Lebak,"Bojongmanik, Lebak",23400,27500
Banten,Lebak,"Cibadak, Lebak",23400,27500
Banten,Lebak,"Cibeber, Lebak",23400,27500
Banten,Lebak,"Cijaku, Lebak",23400,27500
Banten,Lebak,"Cikulur, Lebak",23400,27500
Banten,Lebak,"Cileles, Lebak",23400,27500
Banten,Lebak,"Cimarga, Lebak",23400,27500
Banten,Lebak,"Cipanas, Lebak",23400,27500
Banten,Lebak,"Curugbitung, Lebak",23400,27500
Banten,Lebak,"Gunungkencana, Lebak",23400,27500
Banten,Lebak,"Leuwidamar, Lebak",23400,27500
Banten,Lebak,"Maja, Lebak",23400,27500
Banten,Lebak,"Malingping, Lebak",23400,27500
Banten,Lebak,"Muncang, Lebak",23400,27500
Banten,Lebak,"Panggarangan, Lebak",23400,27500
Banten,Lebak,"Rangkasbitung, Lebak",23400,27500
Banten,Lebak,"Sajira, Lebak",23400,27500
Banten,Lebak,"Sobang, Lebak",23400,27500
Banten,Lebak,"Wanasalam, Lebak",23400,27500
Banten,Lebak,"Warunggunung, Lebak",23400,27500
Banten,Pandeglang,"Angsana, Pandeglang",20800,24000
Banten,Pandeglang,"Banjar, Pandeglang",20800,24000
Banten,Pandeglang,"Bojong, Pandeglang",20800,24000
Banten,Pandeglang,"Cadas Sari, Pandeglang",20800,24000
Banten,Pandeglang,"Carita, Pandeglang",20800,24000
Banten,Pandeglang,"Cibaliung, Pandeglang",20800,24000
Banten,Pandeglang,"Cibitung, Pandeglang",20800,24000
Banten,Pandeglang,"Cigeulis, Pandeglang",20800,24000
Banten,Pandeglang,"Cikedal, Pandeglang",20800,24000
Banten,Pandeglang,"Cikeusik, Pandeglang",20800,24000
Banten,Pandeglang,"Cimanggu, Pandeglang",20800,24000
Banten,Pandeglang,"Cimanuk, Pandeglang",20800,24000
Banten,Pandeglang,"Cipeucang, Pandeglang",20800,24000
Banten,Pandeglang,"Cisata, Pandeglang",20800,24000
Banten,Pandeglang,"Jiput, Pandeglang",20800,24000
Banten,Pandeglang,"Kaduhejo, Pandeglang",20800,24000
Banten,Pandeglang,"Karangtanjung, Pandeglang",20800,24000
Banten,Pandeglang,"Labuan, Pandeglang",20800,24000
Banten,Pandeglang,"Mandalawangi, Pandeglang",20800,24000
Banten,Pandeglang,"Menes, Pandeglang",20800,24000
Banten,Pandeglang,"Munjul, Pandeglang",20800,24000
Banten,Pandeglang,"Pagelaran, Pandeglang",20800,24000
Banten,Pandeglang,"Panimbang, Pandeglang",20800,24000
Banten,Pandeglang,"Patia, Pandeglang",20800,24000
Banten,Pandeglang,"Picung, Pandeglang",20800,24000
Banten,Pandeglang,"Saketi, Pandeglang",20800,24000
Banten,Pandeglang,"Sukaresmi, Pandeglang",20800,24000
Banten,Pandeglang,"Sumur, Pandeglang",20800,24000
Banten,Pandeglang,Pandeglang,20800,24000
Banten,Serang,"Anyar, Serang",19500,23000
Banten,Serang,"Baros, Serang",19500,23000
Banten,Serang,"Binuang, Serang",19500,23000
Banten,Serang,"Bojonegara, Serang",19500,23000
Banten,Serang,"Carenang, Serang",19500,23000
Banten,Serang,"Cikande, Serang",19500,23000
Banten,Serang,"Cikeusal, Serang",19500,23000
Banten,Serang,"Cinangka, Serang",19500,23000
Banten,Serang,"Ciomas, Serang",19500,23000
Banten,Serang,"Ciruas, Serang",19500,23000
Banten,Serang,"Jawilan, Serang",19500,23000
Banten,Serang,"Kibin, Serang",19500,23000
Banten,Serang,"Kopo, Serang",19500,23000
Banten,Serang,"Kragilan, Serang",19500,23000
Banten,Serang,"Kramatwatu, Serang",19500,23000
Banten,Serang,"Mancak, Serang",19500,23000
Banten,Serang,"Pabuaran, Serang",19500,23000
Banten,Serang,"Padarincang, Serang",19500,23000
Banten,Serang,"Pamarayan, Serang",19500,23000
Banten,Serang,"Petir, Serang",19500,23000
Banten,Serang,"Pontang, Serang",19500,23000
Banten,Serang,"Puloampel, Serang",19500,23000
Banten,Serang,"Tanara, Serang",19500,23000
Banten,Serang,"Tirtayasa, Serang",19500,23000
Banten,Serang,"Tunjung Teja, Serang",19500,23000
Banten,Serang,"Waringinkurung, Serang",19500,23000
Banten,Serang,Serang,15000,18000
Banten,Tangerang,"Balaraja, Tangerang",17550,21000
Banten,Tangerang,"Cikupa, Tangerang",17550,21000
Banten,Tangerang,"Ciputat, Tangerang",17550,21000
Banten,Tangerang,"Cisauk, Tangerang",17550,21000
Banten,Tangerang,"Cisoka, Tangerang",17550,21000
Banten,Tangerang,"Curug, Tangerang",17550,21000
Banten,Tangerang,"Jambe, Tangerang",17550,21000
Banten,Tangerang,"Jayanti, Tangerang",17550,21000
Banten,Tangerang,"Kemiri, Tangerang",17550,21000
Banten,Tangerang,"Kosambi /salembaran Jati, Tangerang",17550,21000
Banten,Tangerang,"Kresek, Tangerang",17550,21000
Banten,Tangerang,"Kronjo, Tangerang",17550,21000
Banten,Tangerang,"Legok, Tangerang",17550,21000
Banten,Tangerang,"Mauk, Tangerang",17550,21000
Banten,Tangerang,"Pagedangan, Tangerang",17550,21000
Banten,Tangerang,"Pakuhaji, Tangerang",17550,21000
Banten,Tangerang,"Pamulang, Tangerang",17550,21000
Banten,Tangerang,"Panongan, Tangerang",17550,21000
Banten,Tangerang,"Pasarkemis, Tangerang",17550,21000
Banten,Tangerang,"Pondok Aren/ Jurang Mangu, Tangerang",17550,21000
Banten,Tangerang,"Rajeg, Tangerang",17550,21000
Banten,Tangerang,"Sepatan /jatimulya/cengklong, Tangerang",17550,21000
Banten,Tangerang,"Serpong, Tangerang",17550,21000
Banten,Tangerang,"Sukadiri, Tangerang",17550,21000
Banten,Tangerang,"Teluknaga, Tangerang",17550,21000
Banten,Tangerang,"Tigaraksa, Tangerang",13500,16500
Banten,Tangerang,Tangerang,13000,16000
Bengkulu,Bengkulu Selatan,"Kedurang, Bengkulu Selatan",0,0
Bengkulu,Bengkulu Selatan,"Kota Manna, Bengkulu Selatan",0,0
Bengkulu,Bengkulu Selatan,"Manna, Bengkulu Selatan",0,0
Bengkulu,Bengkulu Selatan,"Pino, Bengkulu Selatan",0,0
Bengkulu,Bengkulu Selatan,"Pinoraya, Bengkulu Selatan",0,0
Bengkulu,Bengkulu Selatan,"Seginim, Bengkulu Selatan",0,0
Bengkulu,Bengkulu Utara,"Air Besi, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Air Napal, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Arga Makmur, Bengkulu Utara",35000,38000
Bengkulu,Bengkulu Utara,"Batik Nau, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Enggano, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Giri Mulia, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Karang Tinggi, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Kerkap, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Ketahun, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Lais, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Napal Putih, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Padang Jaya, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Pagar Jati, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Pematang Tiga, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Pondok Kelapa, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Putri Hijau, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Taba Penanjung, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu Utara,"Talang Empat, Bengkulu Utara",45500,49500
Bengkulu,Bengkulu,Bengkulu,29000,32000
Bengkulu,Kaur,"Kaur Selatan, Kaur",63700,68000
Bengkulu,Kaur,"Kaur Tengah, Kaur",63700,68000
Bengkulu,Kaur,"Kaur Utara, Kaur",63700,68000
Bengkulu,Kaur,"Kinal, Kaur",63700,68000
Bengkulu,Kaur,"Maje, Kaur",63700,68000
Bengkulu,Kaur,"Nasal, Kaur",63700,68000
Bengkulu,Kaur,"Tanjung Kemuning, Kaur",63700,68000
Bengkulu,Kaur,Kaur,49000,52000
Bengkulu,Kepahiang,"Bermani Ilir, Kepahiang",63700,68000
Bengkulu,Kepahiang,"Tebat Karai, Kepahiang",63700,68000
Bengkulu,Kepahiang,"Ujan Mas, Kepahiang",63700,68000
Bengkulu,Kepahiang,Kepahiang,49000,52000
Bengkulu,Lebong,"Lebong Atas, Lebong",63700,68000
Bengkulu,Lebong,"Lebong Selatan, Lebong",63700,68000
Bengkulu,Lebong,"Lebong Tengah, Lebong",63700,68000
Bengkulu,Lebong,"Lebong Utara, Lebong",63700,68000
Bengkulu,Lebong,"Rimbo Pengadang, Lebong",63700,68000
Bengkulu,Lebong,Lebong,49000,52000
Bengkulu,Muko-muko,"Lubuk Pinang, Muko-muko",72150,76000
Bengkulu,Muko-muko,"Muko, Muko-muko",72150,76000
Bengkulu,Muko-muko,"Muko-muko Selatan, Muko-muko",72150,76000
Bengkulu,Muko-muko,"Muko-muko Utara, Muko-muko",72150,76000
Bengkulu,Muko-muko,"Pondok Suguh, Muko-muko",72150,76000
Bengkulu,Muko-muko,"Teras Terunjam, Muko-muko",72150,76000
Bengkulu,Rejang Lebong,"Bermani Ulu, Rejang Lebong",53300,57500
Bengkulu,Rejang Lebong,"Curup, Rejang Lebong",41000,44000
Bengkulu,Rejang Lebong,"Kota Padang, Rejang Lebong",53300,57500
Bengkulu,Rejang Lebong,"Padang Ulak Tanding, Rejang Lebong",53300,57500
Bengkulu,Rejang Lebong,"Selupu Rejang, Rejang Lebong",53300,57500
Bengkulu,Rejang Lebong,"Sindang Kelingi, Rejang Lebong",53300,57500
Bengkulu,Seluma,"Air Periukan, Seluma",59800,64000
Bengkulu,Seluma,"Ilir Talo, Seluma",59800,64000
Bengkulu,Seluma,"Lubuk Sandi, Seluma",59800,64000
Bengkulu,Seluma,"Seluma Barat, Seluma",59800,64000
Bengkulu,Seluma,"Seluma Selatan, Seluma",59800,64000
Bengkulu,Seluma,"Seluma Timur, Seluma",59800,64000
Bengkulu,Seluma,"Seluma Utara, Seluma",59800,64000
Bengkulu,Seluma,"Semidang Alas Maras, Seluma",59800,64000
Bengkulu,Seluma,"Semidang Alas, Seluma",59800,64000
Bengkulu,Seluma,"Sukaraja, Seluma",59800,64000
Bengkulu,Seluma,"Tais, Seluma",46000,49000
Bengkulu,Seluma,"Talo Kecil, Seluma",59800,64000
Bengkulu,Seluma,"Talo, Seluma",59800,64000
Bengkulu,Seluma,"Ulu Talo, Seluma",59800,64000
Bengkulu,Seluma,Seluma,59800,64000
Daerah Istimewa Yogyakarta,Bantul,"Bambanglipuro, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Banguntapan, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Dlingo, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Imogiri, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Jetis, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Kasihan, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Kretek, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Pajangan, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Pandak, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Piyungan, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Pleret, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Pundong, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Sanden, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Sedayu, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Sewon, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,"Srandakan, Bantul",15600,32500
Daerah Istimewa Yogyakarta,Bantul,Bantul,15600,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Gedangsari, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Girisubo, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Karangmojo, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Ngawen, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Nglipar, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Paliyan, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Panggang, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Patuk, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Playen, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Ponjong, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Purwosari, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Rongkop, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Saptosari, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Semanu, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Semin, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Tanjungsari, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Tepus, Gunung Kidul",19500,32500
Daerah Istimewa Yogyakarta,Gunung Kidul,"Wonosari, Gunung Kidul",15000,18000
Daerah Istimewa Yogyakarta,Kulon Progo,"Galur, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Girimulyo, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Kalibawang, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Kokap, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Lendah, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Nanggulan, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Panjatan, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Pengasih, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Samigaluh, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Sentolo, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Temon, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Kulon Progo,"Wates, Kulon Progo",19500,32500
Daerah Istimewa Yogyakarta,Sleman,"Berbah, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Cangkringan, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Depok, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Gamping, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Godean, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Kalasan, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Minggir, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Mlati, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Moyudan, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Ngaglik, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Ngemplak, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Pakem, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Prambanan, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Seyegan, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Tempel, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,"Turi, Sleman",14950,32500
Daerah Istimewa Yogyakarta,Sleman,Sleman,14950,32500
Daerah Istimewa Yogyakarta,Yogyakarta,Yogyakarta,11000,14000
Dki Jakarta,Jakarta Barat,Jakarta Barat,10000,13000
Dki Jakarta,Jakarta Pusat,Jakarta Pusat,10000,13000
Dki Jakarta,Jakarta Selatan,Jakarta Selatan,10000,13000
Dki Jakarta,Jakarta Timur,Jakarta Timur,10000,13000
Dki Jakarta,Jakarta Utara,Jakarta Utara,10000,13000
Dki Jakarta,Kepulauan Seribu,Kepulauan Seribu,0,0
Gorontalo,Boalemo,"Botumoito, Boalemo",94900,99000
Gorontalo,Boalemo,"Dulupi, Boalemo",94900,99000
Gorontalo,Boalemo,"Mananggu, Boalemo",94900,99000
Gorontalo,Boalemo,"Paguyaman, Boalemo",94900,99000
Gorontalo,Boalemo,"Tilamuta, Boalemo",73000,76000
Gorontalo,Boalemo,"Wonosari, Boalemo",94900,99000
Gorontalo,Bone Bolango,Bone Bolango,0,0
Gorontalo,Gorontalo Utara,"Anggrek, Gorontalo Utara",94900,99000
Gorontalo,Gorontalo Utara,"Atinggota, Gorontalo Utara",94900,99000
Gorontalo,Gorontalo Utara,"Kwandang, Gorontalo Utara",73000,76000
Gorontalo,Gorontalo Utara,"Sumalata, Gorontalo Utara",94900,99000
Gorontalo,Gorontalo Utara,"Tolingula, Gorontalo Utara",94900,99000
Gorontalo,Gorontalo,"Anggrek, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Atinggola, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Batudaa, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Boliyohuto, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Bongomeme, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Limboto Barat, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Limboto, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Mootilango, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Pulubala, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Sumalata, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Telaga, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Tibawa, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Tolangohula, Gorontalo",74100,78000
Gorontalo,Gorontalo,"Tolinggula, Gorontalo",74100,78000
Gorontalo,Gorontalo,Gorontalo,49000,52000
Gorontalo,Pahuwalo,"Lemito, Pahuwalo",0,0
Gorontalo,Pahuwalo,"Marisa, Pahuwalo",0,0
Gorontalo,Pahuwalo,"Paguat, Pahuwalo",0,0
Gorontalo,Pahuwalo,"Patilanggio, Pahuwalo",0,0
Gorontalo,Pahuwalo,"Popayato, Pahuwalo",0,0
Gorontalo,Pahuwalo,"Randangan, Pahuwalo",0,0
Gorontalo,Pahuwalo,"Taluditi, Pahuwalo",0,0
Jambi,Batang Hari,"Bajubang, Batang Hari",39000,43000
Jambi,Batang Hari,"Batin Xxiv, Batang Hari",39000,43000
Jambi,Batang Hari,"Maro Sebo Ilir, Batang Hari",39000,43000
Jambi,Batang Hari,"Maro Sebo Ulu, Batang Hari",39000,43000
Jambi,Batang Hari,"Mersam, Batang Hari",39000,43000
Jambi,Batang Hari,"Muara Bulian, Batang Hari",30000,33000
Jambi,Batang Hari,"Muara Tembesi, Batang Hari",39000,43000
Jambi,Batang Hari,"Pemayung, Batang Hari",39000,43000
Jambi,Bungo,"Bathin Ii Babeko, Bungo",48750,53000
Jambi,Bungo,"Jujuhan, Bungo",48750,53000
Jambi,Bungo,"Limbur Lubuk Mengkuang, Bungo",48750,53000
Jambi,Bungo,"Muara Bungo, Bungo",37500,40500
Jambi,Bungo,"Muko Muko Batin Vii, Bungo",48750,53000
Jambi,Bungo,"Pelepat Ilir, Bungo",48750,53000
Jambi,Bungo,"Pelepat, Bungo",48750,53000
Jambi,Bungo,"Rantau Pandan, Bungo",48750,53000
Jambi,Bungo,"Tanah Sepenggal, Bungo",48750,53000
Jambi,Bungo,"Tanah Tumbuh, Bungo",48750,53000
Jambi,Jambi,Jambi,23500,26500
Jambi,Kerinci,"Air Hangat Timur, Kerinci",48750,53000
Jambi,Kerinci,"Air Hangat, Kerinci",48750,53000
Jambi,Kerinci,"Batang Merangin, Kerinci",48750,53000
Jambi,Kerinci,"Danau Kerinci, Kerinci",48750,53000
Jambi,Kerinci,"Gunung Kerinci, Kerinci",48750,53000
Jambi,Kerinci,"Gunung Raya, Kerinci",48750,53000
Jambi,Kerinci,"Hamparan Rawang, Kerinci",48750,53000
Jambi,Kerinci,"Kayu Aro, Kerinci",48750,53000
Jambi,Kerinci,"Keliling Danau, Kerinci",48750,53000
Jambi,Kerinci,"Sitinjau Laut, Kerinci",48750,53000
Jambi,Kerinci,"Sungai Penuh, Kerinci",37500,40500
Jambi,Merangin,"Bangko, Merangin",38000,41000
Jambi,Merangin,"Jangkat, Merangin",49400,53500
Jambi,Merangin,"Muara Siau, Merangin",49400,53500
Jambi,Merangin,"Pamenang, Merangin",49400,53500
Jambi,Merangin,"Sungai Manau, Merangin",49400,53500
Jambi,Merangin,"Tabir Ulu, Merangin",49400,53500
Jambi,Merangin,"Tabir, Merangin",49400,53500
Jambi,Muaro Jambi,"Jambi Luar Kota, Muaro Jambi",114400,118500
Jambi,Muaro Jambi,"Kumpeh Ulu, Muaro Jambi",114400,118500
Jambi,Muaro Jambi,"Kumpeh, Muaro Jambi",114400,118500
Jambi,Muaro Jambi,"Maro Sebo, Muaro Jambi",114400,118500
Jambi,Muaro Jambi,"Mestong, Muaro Jambi",114400,118500
Jambi,Muaro Jambi,"Sekernan, Muaro Jambi",114400,118500
Jambi,Muaro Jambi,"Sengeti, Muaro Jambi",88000,91000
Jambi,Muaro Jambi,"Sungai Bahar, Muaro Jambi",114400,118500
Jambi,Sarolangun,"Batang Asai, Sarolangun",48750,53000
Jambi,Sarolangun,"Mandiangin, Sarolangun",48750,53000
Jambi,Sarolangun,"Muara Limun, Sarolangun",48750,53000
Jambi,Sarolangun,"Pauh, Sarolangun",48750,53000
Jambi,Sarolangun,"Pelawan Singkut, Sarolangun",48750,53000
Jambi,Sarolangun,Sarolangun,37500,40500
Jambi,Tanjung Jabung Barat,"Betara, Tanjung Jabung Barat",47450,51500
Jambi,Tanjung Jabung Barat,"Kualatungkal, Tanjung Jabung Barat",47450,51500
Jambi,Tanjung Jabung Barat,"Merlung, Tanjung Jabung Barat",47450,51500
Jambi,Tanjung Jabung Barat,"Pengabuan, Tanjung Jabung Barat",47450,51500
Jambi,Tanjung Jabung Barat,"Tungkal Ilir, Tanjung Jabung Barat",47450,51500
Jambi,Tanjung Jabung Barat,"Tungkal Ulu, Tanjung Jabung Barat",47450,51500
Jambi,Tanjung Jabung Timur,"Dendang, Tanjung Jabung Timur",200850,205000
Jambi,Tanjung Jabung Timur,"Mendahara, Tanjung Jabung Timur",200850,205000
Jambi,Tanjung Jabung Timur,"Muarasabak, Tanjung Jabung Timur",200850,205000
Jambi,Tanjung Jabung Timur,"Nipah Panjang, Tanjung Jabung Timur",200850,205000
Jambi,Tanjung Jabung Timur,"Rantau Rasau, Tanjung Jabung Timur",200850,205000
Jambi,Tanjung Jabung Timur,"Sadu, Tanjung Jabung Timur",200850,205000
Jambi,Tebo,"Muara Tebo, Tebo",37500,40500
Jambi,Tebo,"Rimbo Bujang, Tebo",48750,53000
Jambi,Tebo,"Rimbo Ilir, Tebo",48750,53000
Jambi,Tebo,"Rimbo Ulu, Tebo",48750,53000
Jambi,Tebo,"Sumay, Tebo",48750,53000
Jambi,Tebo,"Tebo Ilir, Tebo",48750,53000
Jambi,Tebo,"Tebo Tengah, Tebo",48750,53000
Jambi,Tebo,"Tebo Ulu, Tebo",48750,53000
Jambi,Tebo,"Tengah Ilir, Tebo",48750,53000
Jambi,Tebo,"Vii Koto, Tebo",48750,53000
Jawa Barat,Bandung Barat,"Batujajar, Bandung Barat",20800,24000
Jawa Barat,Bandung Barat,"Cihampelas, Bandung Barat",20800,24000
Jawa Barat,Bandung Barat,"Cikalong Wetan, Bandung Barat",20800,24000
